序号,书名,评分,价格,出版社,url
13982,顾颉刚全集,9.7 ,9800.00元,中华书局,https://book.douban.com/subject/5388089/
14051,英国文学名篇选注,9.7 ,79,商务印书馆,https://book.douban.com/subject/1242927/
14505,东亚汉籍版本学初探,9.7 ,128.00元,中西书局,https://book.douban.com/subject/26221706/
15309,人文传统（一）,9.7 ,CNY120.00,外语教学与研究出版社,https://book.douban.com/subject/25816167/
16320,Genesis,9.7 ,US$69.99 ,Taschen,https://book.douban.com/subject/20500583/
16482,我的第一本艺术游戏书（全2册）,9.7 ,39.8元,光明日报出版社,https://book.douban.com/subject/25900138/
16519,神奇的数字世界,9.7 ,48.00元,时代华文书局,https://book.douban.com/subject/26577879/
16615,十兄弟,9.7 ,35.80元,郑州大学出版社,https://book.douban.com/subject/26673754/
16914,近代中國史料叢刊,9.7 ,NT$2336095,文海出版社,https://book.douban.com/subject/3198434/
17139,PhilosophicalInvestigations,9.7 ,USD39.95,Wiley-Blackwell,https://book.douban.com/subject/1461105/
17308,大觀—北宋書畫特展,9.7 ,NT2600,國立故宮博物院,https://book.douban.com/subject/4713415/
17597,心经诀隐,9.7 ,88,宗教文化出版社,https://book.douban.com/subject/1193313/
17911,OnTyranny,9.7 ,USD27.50,UniversityOfChicagoPress,https://book.douban.com/subject/1428552/
18003,生命之灵,9.7 ,198.00元,中信出版社,https://book.douban.com/subject/26261036/
18369,"TheHobbit:AnUnexpectedJourneyChronicles,Creatures&Characters",9.7 ,$45.19 ,HarperDesign,https://book.douban.com/subject/20451968/
19037,杜甫全集校注,9.7 ,850元,人民文學出版社,https://book.douban.com/subject/25809959/
19052,TheStoryofArt,9.7 ,USD25.90,Phaidon,https://book.douban.com/subject/2057624/
19104,LeonardoDaVinci,9.7 ,USD200.00,Taschen,https://book.douban.com/subject/1636189/
19105,Caravaggio,9.7 ,£100.00,Taschen,https://book.douban.com/subject/4261170/
19317,梁思成全集（第八卷）,9.7 ,110.00元,中国建筑工业出版社,https://book.douban.com/subject/1579944/
19604,LehningerPrinciplesofBiochemistry,9.7 ,USD256.75,W.H.Freeman,https://book.douban.com/subject/3271250/
19625,"AStormofSwords(ASongofIceandFire,Book3)",9.7 ,$14.95 ,Spectra,https://book.douban.com/subject/2655269/
20039,TheLordoftheRingsSketchbook,9.7 ,GBP21.99,HoughtonMifflinHarcourt,https://book.douban.com/subject/1947218/
20060,九城记:中国城市生活美学,9.7 ,39.80元,人民邮电出版社,https://book.douban.com/subject/26418280/
20947,DiscoursesonLivy,9.7 ,USD20.00,UniversityOfChicagoPress,https://book.douban.com/subject/1780665/
21130,AnselmKiefer,9.7 ,$100.00 ,Skira,https://book.douban.com/subject/2640803/
21195,TheNewGroveDictionaryofMusicandMusicians,9.7 ,USD1575.00,"OxfordUniversityPress,USA",https://book.douban.com/subject/1759370/
22594,SteveMcCurry,9.7 ,GBP39.95,Phaidon,https://book.douban.com/subject/11534827/
22670,汉代物质文化资料图说,9.7 ,148,上海古籍出版社,https://book.douban.com/subject/3075271/
22781,杜噜嘟嘟（精装全四册）,9.7 ,128,重庆出版社,https://book.douban.com/subject/26301883/
23664,StoriesofYourLifeandOthers,9.7 ,USD16.00,SmallBeerPress,https://book.douban.com/subject/4946484/
24539,TheCompleteYesPrimeMinister,9.7 ,GBP10.99,BBCBooks,https://book.douban.com/subject/1443543/
24904,CobainUnseen,9.7 ,$35.00 ,"Little,BrownandCompany",https://book.douban.com/subject/3183138/
24909,TheLibertinesBoundTogether:TheStoryofPeterDohertyandCarlBarat,9.7 ,£16.99,TimeWarnerBooks,https://book.douban.com/subject/1480866/
25107,五十嵐大介画集・海獣とタマシイ,9.7 ,3990円（税込）,小学館,https://book.douban.com/subject/10774849/
25632,精彩一百國寶總動員,9.7 ,NT$750,國立故宮博物院,https://book.douban.com/subject/6963827/
26044,SketchesfromaNamelessLand,9.7 ,$89.99 ,HachetteBookGroup,https://book.douban.com/subject/5398551/
26114,瑜伽师地论（全九册）,9.7 ,198.00元,宗教文化出版社,https://book.douban.com/subject/3545532/
26145,苏轼年谱(上中下),9.7 ,71,中华书局,https://book.douban.com/subject/1274626/
26193,ADancewithDragons,9.7 ,78.00元,RandomHouseInc.,https://book.douban.com/subject/10433307/
26196,AStormofSwords,9.7 ,£8.99,Voyager,https://book.douban.com/subject/2983325/
26423,父母的习惯,9.7 ,20.00元,辽宁科学技术出版社,https://book.douban.com/subject/11540753/
26724,StarWarsCompleteCross-Sections,9.7 ,USD35.00,DKCHILDREN,https://book.douban.com/subject/1999977/
26832,曲苑缀英,9.7 ,100元,香港中华文化促进中心,https://book.douban.com/subject/3268787/
27194,词话丛编(全五册),9.7 ,215,中华书局,https://book.douban.com/subject/1038759/
27246,体用论,9.7 ,30.00元,世纪文景上海书店出版社,https://book.douban.com/subject/3885585/
27835,PatternMagic2,9.7 ,240.00元,LaurenceKing,https://book.douban.com/subject/6030221/
28197,周易表解,9.7 ,24.00元,上海社会科学院出版社,https://book.douban.com/subject/1254602/
28483,TheLandmarkThucydides,9.7 ,USD26.95,FreePress,https://book.douban.com/subject/1841881/
30202,Lyrics,9.7 ,USD45.00,Simon&Schuster,https://book.douban.com/subject/2551865/
30694,圆觉经,9.7 ,8.85,上海古籍出版社,https://book.douban.com/subject/2225575/
31557,TheSilmarillion,9.7 ,USD7.99,DelRey,https://book.douban.com/subject/1508195/
31889,刘继卣《闹天宫》,9.7 ,48.00元,天津杨柳青画社书刊编辑出版发行事业部,https://book.douban.com/subject/1606284/
31976,幾千の言葉より／成層圏の灯,9.7 ,600,青磁ビブロス,https://book.douban.com/subject/5348267/
32145,JaneAusten6CopyBoxSet,9.7 ,�29.94,Penguin,https://book.douban.com/subject/3019717/
32783,钩出蕾丝般美丽生活,9.7 ,29.80元,江西科学技术出版社,https://book.douban.com/subject/20438559/
32823,不含傳說的普魯士,9.7 ,NT$320,左岸,https://book.douban.com/subject/10546525/
33046,キマイラの柩,9.7 ,"3,465円",河出書房新社,https://book.douban.com/subject/5323648/
33048,ヘルマフロディトゥスの肋骨,9.7 ,"3,465円",エディシオン・トレヴィル,https://book.douban.com/subject/3230783/
33081,灌篮高手7,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1195902/
33083,灌篮高手十日后画册,9.7 ,150,集英社,https://book.douban.com/subject/4212367/
33084,灌篮高手15,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1621418/
33085,灌篮高手23,9.7 ,7.5,长春出版社,https://book.douban.com/subject/1221514/
33086,灌篮高手4,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1668197/
33087,灌篮高手24,9.7 ,7.5,长春出版社,https://book.douban.com/subject/1258136/
33088,灌篮高手28,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1221511/
33103,バガボンド（25）,9.7 ,524円(税込550円),講談社,https://book.douban.com/subject/2287553/
33104,バガボンド（28）,9.7 ,533円(税込559円),講談社,https://book.douban.com/subject/3080396/
33105,バガボンド（27）,9.7 ,524円(税込550円),講談社,https://book.douban.com/subject/2287556/
33123,OTOMOKATSUHIROARTWORKKABA2,9.7 ,"6,825円",講談社,https://book.douban.com/subject/7161731/
33460,古文观止（上下）,9.7 ,69.00元,中州古籍,https://book.douban.com/subject/3013290/
34242,快乐剪纸花样大全,9.7 ,32.80元,河南科学技术出版社,https://book.douban.com/subject/6793964/
35800,共和国教科书,9.7 ,960,新星出版社,https://book.douban.com/subject/6839883/
35961,BeforeSunrise&BeforeSunset,9.7 ,USD15.95,Vintage,https://book.douban.com/subject/1358243/
36922,TheFellowshipoftheRing,9.7 ,£9.99,HarperCollinsPublishersLtd,https://book.douban.com/subject/3226083/
36986,海獣の子供2,9.7 ,750円（税込）,小学館,https://book.douban.com/subject/3010325/
37013,傀儡馬戲團27,9.7 ,80元,青文,https://book.douban.com/subject/3118547/
37038,花舞大唐春,9.7 ,300,文物出版社,https://book.douban.com/subject/1585474/
37313,最後のドアを閉めろ!,9.7 ,JPY590,ビブロス,https://book.douban.com/subject/11502870/
37733,從黎明到衰頹,9.7 ,NT$200.00,貓頭鷹(城邦)出版社,https://book.douban.com/subject/6038510/
37743,四葉妹妹!(7),9.7 ,NT$120,臺灣角川,https://book.douban.com/subject/3196168/
37924,石头记,9.7 ,430.00元,中华书局,https://book.douban.com/subject/1162575/
37978,数码单反摄影全攻略,9.7 ,38.00元,辽宁科学技术出版社,https://book.douban.com/subject/10748157/
37992,最心动的钩针花饰238款,9.7 ,49.80元,浙江科学技术出版社,https://book.douban.com/subject/20472724/
38081,TheWesAndersonCollection,9.7 ,USD24.92,Abrams,https://book.douban.com/subject/26284609/
38247,SantaLilioSangre緋いユリ―小島文美画集,9.7 ,3570円(税込),飛鳥新社,https://book.douban.com/subject/5375420/
38299,AKIRA(Part3),9.7 ,JPY927,講談社,https://book.douban.com/subject/1481663/
38301,AKIRA(Part6),9.7 ,JPY1223,講談社,https://book.douban.com/subject/1481668/
38308,灌籃高手完全版21-24(完)套裝版,9.7 ,796新台币,尖端出版社,https://book.douban.com/subject/3620425/
38311,スラムダンク『あれから10日後-』完全版,9.7 ,2100円(税込),フラワー,https://book.douban.com/subject/3562540/
38312,SLAMDUNK完全版セット24巻,9.7 ,"23,512（税込）",集英社,https://book.douban.com/subject/1452916/
38313,SLAMDUNK10DAYSAFTER,9.7 ,750元,尖端出版社,https://book.douban.com/subject/3690220/
38320,ONEPIECE48,9.7 ,JYP410.00,集英社,https://book.douban.com/subject/2337879/
38330,REALリアル(7),9.7 ,620円（税込）,集英社,https://book.douban.com/subject/2336648/
38342,灌篮高手8,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1195903/
38343,灌篮高手9,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1195904/
38344,灌篮高手6,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1195901/
38345,灌篮高手10,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1195905/
38346,灌篮高手5,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1608301/
38347,灌篮高手12,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1621415/
38348,灌篮高手14,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1621417/
38349,灌篮高手17,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1625657/
38350,灌篮高手13,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1621416/
38351,灌篮高手27,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1221516/
38352,灌篮高手25,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1221509/
38353,灌篮高手26,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1221512/
38354,灌篮高手29,9.7 ,7.5,长春出版社,https://book.douban.com/subject/1258135/
38355,灌篮高手22,9.7 ,7.5,长春出版社,https://book.douban.com/subject/1221513/
38357,灌篮高手21,9.7 ,7.5,长春出版社,https://book.douban.com/subject/1221510/
38359,灌篮高手19,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1625659/
38360,灌篮高手11,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1621414/
38361,灌篮高手20,9.7 ,7.50元,长春出版社,https://book.douban.com/subject/1625660/
38381,バガボンド（14）,9.7 ,524円(税込550円),講談社,https://book.douban.com/subject/3113008/
38385,バガボンド（24）,9.7 ,524円(税込550円),講談社,https://book.douban.com/subject/3113158/
38388,バガボンド（30）,9.7 ,560円(税込),講談社,https://book.douban.com/subject/3671044/
38393,バガボンド（9）,9.7 ,524円(税込550円),講談社,https://book.douban.com/subject/3112999/
38396,浪人劍客(33),9.7 ,180元,尖端出版社,https://book.douban.com/subject/4832965/
38397,浪人劍客(31),9.7 ,180元,尖端出版社,https://book.douban.com/subject/3886584/
38398,浪人劍客(32),9.7 ,180元,尖端出版社,https://book.douban.com/subject/4172111/
38754,周作人译文全集,9.7 ,1880.00元,上海人民出版社,https://book.douban.com/subject/6970480/
39062,HenryDarger,9.7 ,USD85.00,Prestel,https://book.douban.com/subject/4554166/
39261,漫画人物CG技巧提升版4,9.7 ,39.80元,辽宁科学技术出版社,https://book.douban.com/subject/6954117/
39262,悠游编织生活,9.7 ,21.00元,河南科学技术出版社,https://book.douban.com/subject/10345399/
39681,马得画戏,9.7 ,48.00元,江苏美术出版社,https://book.douban.com/subject/3063649/
39787,LostandFound,9.7 ,99.00元,CollinsAudio,https://book.douban.com/subject/6130634/
40460,超长篇机器猫套装珍藏版,9.7 ,96.00元,吉林美术出版社,https://book.douban.com/subject/1654074/
40595,What'sMichael(2),9.7 ,30,文化传信有限公司,https://book.douban.com/subject/2380569/
40598,What'sMichael(3),9.7 ,30,文化传信有限公司,https://book.douban.com/subject/2380574/
40601,What'sMichael(8),9.7 ,30,文化传信有限公司,https://book.douban.com/subject/2380581/
40948,红楼梦,9.7 ,39.00元,人民文学出版社,https://book.douban.com/subject/1068337/
41322,卒業生冬,9.7 ,NT120,尖端出版社,https://book.douban.com/subject/20398440/
41323,卒業生春,9.7 ,NT120,尖端出版社,https://book.douban.com/subject/10429205/
41389,それでも町は廻っている10,9.7 ,JPY560,少年画報社,https://book.douban.com/subject/11501535/
41786,パパ'Sアサシン。～ダニエルは飛んでゆく。～,9.7 ,JPY670,大洋図書,https://book.douban.com/subject/26388177/
41794,スメルズライクグリーンスピリットSIDE:B,9.7 ,JPY714,ふゅーじょんぷろだくと,https://book.douban.com/subject/21357206/
41909,神之山嶺05,9.7 ,200元,東販,https://book.douban.com/subject/3751796/
42018,少年国王传奇,9.7 ,1.8,安徽少年儿童出版社,https://book.douban.com/subject/1755417/
42093,四葉妹妹!(8),9.7 ,NT$120,台灣角川,https://book.douban.com/subject/3437139/
42094,四葉妹妹！（09）,9.7 ,NT$120,台灣角川書店,https://book.douban.com/subject/4737522/
42210,脂硯齋重評石頭記：甲戌本,9.7 ,80.00元,人民文学出版社,https://book.douban.com/subject/4721428/
42211,脂硯齋重評石頭記：庚辰本,9.7 ,290.00元,人民文学出版社,https://book.douban.com/subject/4721429/
42277,超简单的生活折纸,9.7 ,22.80元,河南科学技术出版社,https://book.douban.com/subject/10555474/
42307,夏季練習曲2010-2011巡迴場刊,9.7 ,NT$540,添翼創越工作室,https://book.douban.com/subject/11526922/
42308,苏打志4,9.7 ,随《ThatMoment小巨蛋现场全纪录》附赠,林暐哲音乐社,https://book.douban.com/subject/3526330/
42354,竹光侍8,9.7 ,980円（税込）,小学館,https://book.douban.com/subject/4821669/
42355,竹光侍5,9.7 ,900円（税込）,小学館,https://book.douban.com/subject/3233680/
42356,竹光侍6,9.7 ,900円（税込）,小学館,https://book.douban.com/subject/3701156/
42457,それでも町を廻っている08,9.7 ,560JPY,少年画報社,https://book.douban.com/subject/6810772/
42464,新世界より下,9.7 ,"JPY1,995円（税込）",講談社,https://book.douban.com/subject/3001483/
42525,Kylooe2綠色隧道,9.7 ,HK$78.00,三聯書店(香港)有限公司,https://book.douban.com/subject/25845732/
42585,蟲師10,9.7 ,120元,東販,https://book.douban.com/subject/3626715/
42591,SLAMDUNKスラムダンク完全版（17）,9.7 ,980円,集英社,https://book.douban.com/subject/2978604/
42592,SLAMDUNKスラムダンク完全版（6）,9.7 ,980円,集英社,https://book.douban.com/subject/2978566/
42595,SLAMDUNKスラムダンク完全版（13）,9.7 ,980円,集英社,https://book.douban.com/subject/2978591/
42598,SLAMDUNKスラムダンク完全版（16）,9.7 ,980円,集英社,https://book.douban.com/subject/2978603/
42599,SLAMDUNKスラムダンク完全版（15）,9.7 ,980円,集英社,https://book.douban.com/subject/2978601/
42612,SLAMDUNKスラムダンク完全版（1）,9.7 ,980円,集英社,https://book.douban.com/subject/2978552/
42614,REAL#09,9.7 ,$35 ,天下出版(國際)有限公司,https://book.douban.com/subject/4189728/
42625,SLAMDUNKスラムダンク完全版（20）,9.7 ,980円,集英社,https://book.douban.com/subject/2978610/
42626,SLAMDUNKスラムダンク完全版（19）,9.7 ,980円,集英社,https://book.douban.com/subject/2978609/
42629,ONEPIECE24,9.7 ,51.00元,集英社,https://book.douban.com/subject/2285325/
42632,ONEPIECE25,9.7 ,51.00元,集英社,https://book.douban.com/subject/2285322/
42638,ONEPIECE30,9.7 ,51.00元,集英社,https://book.douban.com/subject/2285311/
42643,ONEPIECE47,9.7 ,JYP410.00,集英社,https://book.douban.com/subject/2285232/
